top left x,top left y,bottom right x,bottom right y,angle,distance
29.75,31.25,104.75,106.25,-26.8407079646,78.6177656376
37.5,31.25,112.5,106.25,-26.017699115,78.1243529224
30.5,31.25,105.5,106.25,-26.7610619469,78.5694816243
68.5,31.25,143.5,106.25,-22.7256637168,76.2767568077
51.75,31.25,126.75,106.25,-24.5044247788,77.2495734183
1,31.25,76,106.25,-29.8938053097,80.5524215336
2.75,31.25,77.75,106.25,-29.7079646018,80.4301011731
40.75,31.25,115.75,106.25,-25.6725663717,77.9211072715
2.5,31.25,77.5,106.25,-29.7345132743,80.44754017
9.5,31.25,84.5,106.25,-28.9911504425,79.9637340463
72,31.25,147,106.25,-22.3539823009,76.0812492561
5.5,31.25,80.5,106.25,-29.4159292035,80.2390527352
9.5,31.25,84.5,106.25,-28.9911504425,79.9637340463
14.5,31.25,89.5,106.25,-28.4601769912,79.62391237
51.5,31.25,126.5,106.25,-24.5309734513,77.2645516935
2.25,31.25,77.25,106.25,-29.7610619469,80.4649909597
31,31.25,106,106.25,-26.7079646018,78.5373555639
8.5,31.25,83.5,106.25,-29.0973451327,80.032276753
80.75,31.25,155.75,106.25,-21.4247787611,75.6044812894
12,31.25,87,106.25,-28.7256637168,79.7932189374
29.25,31.25,104.25,106.25,-26.8938053097,78.6500181709
5,31.25,80,106.25,-29.4690265487,80.2736821489
61.75,31.25,136.75,106.25,-23.4424778761,76.661446419
47.5,31.25,122.5,106.25,-24.9557522124,77.5060091547
32,31.25,107,106.25,-26.6017699115,78.473255599
21.5,31.25,96.5,106.25,-27.7168141593,79.1563492184
23.5,31.25,98.5,106.25,-27.5044247788,79.0245349514
25.25,31.25,100.25,106.25,-27.3185840708,78.9098505118
64.25,31.25,139.25,106.25,-23.1769911504,76.517802359
61,31.25,136,106.25,-23.5221238938,76.7048057307
68.5,31.25,143.5,106.25,-22.7256637168,76.2767568077
47.75,31.25,122.75,106.25,-24.9292035398,77.4908188297
56.5,31.25,131.5,106.25,-24,76.9675256196
61.25,31.25,136.25,106.25,-23.4955752212,76.6903390117
68.5,31.25,143.5,106.25,-22.7256637168,76.2767568077
63,31.25,138,106.25,-23.3097345133,76.5894535598
4.25,31.25,79.25,106.25,-29.5486725664,80.3257152729
31,31.25,106,106.25,-26.7079646018,78.5373555639
68.25,31.25,143.25,106.25,-22.7522123894,76.2908256446
58,31.25,133,106.25,-23.8407079646,76.8794653265
2,31.25,77,106.25,-29.7876106195,80.4824535347
1.5,31.25,76.5,106.25,-29.8407079646,80.5174140097
28.25,31.25,103.25,106.25,-27,78.7146746166
1,31.25,76,106.25,-29.8938053097,80.5524215336
18.5,31.25,93.5,106.25,-28.0353982301,79.3555549149
75.75,31.25,150.75,106.25,-21.9557522124,75.8748098174
65.75,31.25,140.75,106.25,-23.017699115,76.4322732597
24,31.25,99,106.25,-27.4513274336,78.9917056447
57,31.25,132,106.25,-23.9469026549,76.9381182424
45.5,31.25,120.5,106.25,-25.1681415929,77.6280058426
42,31.25,117,106.25,-25.5398230088,77.8435189261
48.25,31.25,123.25,106.25,-24.8761061947,77.4604777724
66,31.25,141,106.25,-22.9911504425,76.418066493
31.75,31.25,106.75,106.25,-26.6283185841,78.4892615513
74,31.25,149,106.25,-22.1415929204,75.9707562105
2.25,31.25,77.25,106.25,-29.7610619469,80.4649909597
40,31.25,115,106.25,-25.7522123894,77.9678160719
65.25,31.25,140.25,106.25,-23.0707964602,76.460728038
1,31.25,76,106.25,-29.8938053097,80.5524215336
76,31.25,151,106.25,-21.9292035398,75.8611593536
24,31.25,99,106.25,-27.4513274336,78.9917056447
75.25,31.25,150.25,106.25,-22.0088495575,75.9021529057
81,31.25,156,106.25,-21.3982300885,75.5911135391
89.75,42.5,119.75,72.5,-21.1721311475,36.8133981487
73.5,42.5,103.5,72.5,-22.7704918033,37.2349614503
104.25,42.5,134.25,72.5,-19.7459016393,36.459418119
33,42.5,63,72.5,-26.7540983607,38.394338582
104,42.5,134,72.5,-19.7704918033,36.4653402936
87.25,42.5,117.25,72.5,-21.4180327869,36.8765636412
36.5,42.5,66.5,72.5,-26.4098360656,38.2882601155
54.25,42.5,84.25,72.5,-24.6639344262,37.767179528
80,42.5,110,72.5,-22.131147541,37.0632354016
20.25,42.5,50.25,72.5,-28.0081967213,38.7897986794
81,42.5,111,72.5,-22.0327868852,37.0371807058
114.25,42.5,144.25,72.5,-18.762295082,36.2278205971
67.75,42.5,97.75,72.5,-23.3360655738,37.3902658542
49.75,42.5,79.75,72.5,-25.106557377,37.8965798711
94.5,42.5,124.5,72.5,-20.7049180328,36.6951018878
110.25,42.5,140.25,72.5,-19.1557377049,36.3192161383
92,42.5,122,72.5,-20.9508196721,36.7570815244
81,42.5,111,72.5,-22.0327868852,37.0371807058
64.75,42.5,94.75,72.5,-23.631147541,37.4725448183
53.5,42.5,83.5,72.5,-24.737704918,37.7886170081
21.75,42.5,51.75,72.5,-27.8606557377,38.7425470288
0,42.5,30,72.5,-30,39.4461658466
12,42.5,42,72.5,-28.8196721311,39.0530892319
85,42.5,115,72.5,-21.6393442623,36.9339423542
24.25,42.5,54.25,72.5,-27.6147540984,38.6642220142
4.75,42.5,34.75,72.5,-29.5327868852,39.2891588169
65.75,42.5,95.75,72.5,-23.5327868852,37.4450237524
7.75,42.5,37.75,72.5,-29.237704918,39.1909478714
95.75,42.5,125.75,72.5,-20.5819672131,36.6643476501
90,42.5,120,72.5,-21.1475409836,36.8071157954
85.5,42.5,115.5,72.5,-21.5901639344,36.9211482831
14,42.5,44,72.5,-28.6229508197,38.9887352029
76.5,42.5,106.5,72.5,-22.4754098361,37.1551943269
84,42.5,114,72.5,-21.737704918,36.9596044658
92.25,42.5,122.25,72.5,-20.9262295082,36.7508553577
66.75,42.5,96.75,72.5,-23.4344262295,37.4175973616
16.5,42.5,46.5,72.5,-28.3770491803,38.9087646235
65.75,42.5,95.75,72.5,-23.5327868852,37.4450237524
39.5,42.5,69.5,72.5,-26.1147540984,38.1981988035
127.25,42.5,157.25,72.5,-17.4836065574,35.9424014424
90.5,42.5,120.5,72.5,-21.0983606557,36.7945697827
22.25,42.5,52.25,72.5,-27.8114754098,38.7268391829
65.25,42.5,95.25,72.5,-23.5819672131,37.458772464
18.5,42.5,48.5,72.5,-28.1803278689,38.8451677464
15.75,42.5,45.75,72.5,-28.4508196721,38.9327005657
105.75,42.5,135.75,72.5,-19.5983606557,36.424019794
120.25,42.5,150.25,72.5,-18.1721311475,36.0938674412
113.5,42.5,143.5,72.5,-18.8360655738,36.2448302294
77.5,42.5,107.5,72.5,-22.3770491803,37.1287988256
82.5,42.5,112.5,72.5,-21.8852459016,36.9982821714
89.75,42.5,119.75,72.5,-21.1721311475,36.8133981487
17.25,42.5,47.25,72.5,-28.3032786885,38.884876149
117.75,42.5,147.75,72.5,-18.4180327869,36.1492211795
7.25,42.5,37.25,72.5,-29.2868852459,39.2072649017
99,42.5,129,72.5,-20.262295082,36.5851251011
13,42.5,43,72.5,-28.7213114754,39.0208703865
114.5,42.5,144.5,72.5,-18.737704918,36.2221637834
101.5,42.5,131.5,72.5,-20.0163934426,36.5249139109
25,42.5,55,72.5,-27.5409836066,38.6408291722
67.5,42.5,97.5,72.5,-23.3606557377,37.3970898244
5.25,42.5,35.25,72.5,-29.4836065574,39.2727389511
66.5,42.5,96.5,72.5,-23.4590163934,37.4244450721
35.5,42.5,65.5,72.5,-26.5081967213,38.3184579452
86.75,42.5,116.75,72.5,-21.4672131148,36.8892711829
111.5,42.5,141.5,72.5,-19.0327868852,36.2904761098
10,42.5,40,72.5,-29.0163934426,39.1177770808
77.25,42.5,107.25,72.5,-22.4016393443,37.1353886045
129.5,42.5,159.5,72.5,-17.262295082,35.8948268108
108,42.5,138,72.5,-19.3770491803,36.3713564647
126,42.5,156,72.5,-17.606557377,35.9690661088
42.25,42.5,72.25,72.5,-25.8442622951,38.1163475782
27.75,42.5,57.75,72.5,-27.2704918033,38.5554707067
30.25,42.5,60.25,72.5,-27.0245901639,38.4784411415
116.25,42.5,146.25,72.5,-18.5655737705,36.1827492932
63.25,42.5,93.25,72.5,-23.7786885246,37.5140034769
73,42.5,103,72.5,-22.8196721311,37.2483403727
71.75,42.5,101.75,72.5,-22.9426229508,37.2818928219
66,42.5,96,72.5,-23.5081967213,37.4381582708
75.25,42.5,105.25,72.5,-22.5983606557,37.188324956
32.25,42.5,62.25,72.5,-26.8278688525,38.4172099581
72.75,42.5,102.75,72.5,-22.8442622951,37.2550388527
116,42.5,146,72.5,-18.5901639344,36.1883602841
107.25,42.5,137.25,72.5,-19.4508196721,36.388852908
44,42.5,74,72.5,-25.6721311475,38.0646135912
27.5,42.5,57.5,72.5,-27.2950819672,38.5632035299
98.5,42.5,128.5,72.5,-20.3114754098,36.5972435715
26.75,42.5,56.75,72.5,-27.368852459,38.5864344898
63,42.5,93,72.5,-23.8032786885,37.5209338685
1.75,42.5,31.75,72.5,-29.8278688525,39.3881074002
92.25,42.5,122.25,72.5,-20.9262295082,36.7508553577
24.25,42.5,54.25,72.5,-27.6147540984,38.6642220142
106.5,42.5,136.5,72.5,-19.5245901639,36.4064073791
80.5,42.5,110.5,72.5,-22.0819672131,37.0501958369
71.25,42.5,101.25,72.5,-22.9918032787,37.2953557907
88.5,42.5,118.5,72.5,-21.2950819672,36.8449032567
26,42.5,56,72.5,-27.4426229508,38.6097141169
5.25,42.5,35.25,72.5,-29.4836065574,39.2727389511
54,42.5,84,72.5,-24.6885245902,37.774319592
22.25,42.5,52.25,72.5,-27.8114754098,38.7268391829
87,42.5,117,72.5,-21.4426229508,36.8829143161
25.75,42.5,55.75,72.5,-27.4672131148,38.6174847923
117.25,42.5,147.25,72.5,-18.4672131148,36.1603709434
71.25,42.5,101.25,72.5,-22.9918032787,37.2953557907
59,42.5,89,72.5,-24.1967213115,37.6326177802
13,42.5,43,72.5,-28.7213114754,39.0208703865
66.75,42.5,96.75,72.5,-23.4344262295,37.4175973616
126.75,42.5,156.75,72.5,-17.5327868852,35.9530472574
57.5,42.5,87.5,72.5,-24.3442622951,37.6748846887
70.5,42.5,100.5,72.5,-23.0655737705,37.3155951513
54.75,42.5,84.75,72.5,-24.6147540984,37.7529167045
122.25,42.5,152.25,72.5,-17.9754098361,36.0500600016
18,42.5,48,72.5,-28.2295081967,38.8610352297
123,42.5,153,72.5,-17.9016393443,36.0337415408
26.75,42.5,56.75,72.5,-27.368852459,38.5864344898
120.75,42.5,150.75,72.5,-18.1229508197,36.0828758795
23,42.5,53,72.5,-27.737704918,38.7033175387
116.25,42.5,146.25,72.5,-18.5655737705,36.1827492932
108,42.5,138,72.5,-19.3770491803,36.3713564647
19.75,42.5,49.75,72.5,-28.0573770492,38.8055918472
35,42.5,65,72.5,-26.5573770492,38.3335900034
85,42.5,115,72.5,-21.6393442623,36.9339423542
130,42.5,160,72.5,-17.2131147541,35.8843284862
67.5,42.5,97.5,72.5,-23.3606557377,37.3970898244
57.25,42.5,87.25,72.5,-24.368852459,37.6819495259
30,42.5,60,72.5,-27.0491803279,38.4861196128
64,42.5,94,72.5,-23.7049180328,37.4932476228
9.75,42.5,39.75,72.5,-29.0409836066,39.1258864512
32.25,42.5,62.25,72.5,-26.8278688525,38.4172099581
21.5,42.5,51.5,72.5,-27.8852459016,38.750408967
3.5,42.5,33.5,72.5,-29.6557377049,39.3302980683
64.25,42.5,94.25,72.5,-23.6803278689,37.4863407892
57.75,42.5,87.75,72.5,-24.3196721311,37.667825661
94.25,42.5,124.25,72.5,-20.7295081967,36.7012716103
37.5,42.5,67.5,72.5,-26.3114754098,38.2581508425
30,42.5,60,72.5,-27.0491803279,38.4861196128
84.75,42.5,114.75,72.5,-21.6639344262,36.9403486407
42.5,42.5,72.5,72.5,-25.8196721311,38.1089401524
106.75,42.5,136.75,72.5,-19.5,36.4005494464
94.5,42.5,124.5,72.5,-20.7049180328,36.6951018878
124.5,42.5,154.5,72.5,-17.7540983607,36.0012839808
105,42.5,135,72.5,-19.6721311475,36.4416900687
88.5,42.5,118.5,72.5,-21.2950819672,36.8449032567
113.75,42.5,143.75,72.5,-18.8114754098,36.2391538232
67.5,42.5,97.5,72.5,-23.3606557377,37.3970898244
30.5,42.5,60.5,72.5,-27,38.4707681233
108.25,42.5,138.25,72.5,-19.3524590164,36.3655372265
36.5,42.5,66.5,72.5,-26.4098360656,38.2882601155
9,42.5,39,72.5,-29.1147540984,39.1502456709
105.75,42.5,135.75,72.5,-19.5983606557,36.424019794
129.5,42.5,159.5,72.5,-17.262295082,35.8948268108
63.5,42.5,93.5,72.5,-23.7540983607,37.5070789699
35.75,42.5,65.75,72.5,-26.4836065574,38.310900197
16,42.5,46,72.5,-28.4262295082,38.9247166495
60.75,42.5,90.75,72.5,-24.0245901639,37.5835716625
23.75,42.5,53.75,72.5,-27.6639344262,38.6798441221
29.25,42.5,59.25,72.5,-27.1229508197,38.5091877128
10.25,42.5,40.25,72.5,-28.9918032787,39.1096729004
106.75,42.5,136.75,72.5,-19.5,36.4005494464
61,42.5,91,72.5,-24,37.5765884561
59.5,42.5,89.5,72.5,-24.1475409836,37.618575409
42.5,42.5,72.5,72.5,-25.8196721311,38.1089401524
24,42.5,54,72.5,-27.6393442623,38.6720303823
43.75,42.5,73.75,72.5,-25.6967213115,38.0719872882
116,42.5,146,72.5,-18.5901639344,36.1883602841
24,42.5,54,72.5,-27.6393442623,38.6720303823
28.5,42.5,58.5,72.5,-27.1967213115,38.5323047734
122.75,42.5,152.75,72.5,-17.9262295082,36.0391743917
35.75,42.5,65.75,72.5,-26.4836065574,38.310900197
85.25,42.5,115.25,72.5,-21.6147540984,36.9275422339
54.25,42.5,84.25,72.5,-24.6639344262,37.767179528
2.75,42.5,32.75,72.5,-29.7295081967,39.3550429219
65.75,42.5,95.75,72.5,-23.5327868852,37.4450237524
78.5,42.5,108.5,72.5,-22.2786885246,37.1025004391
53,42.5,83,72.5,-24.7868852459,37.8029374531
102.75,42.5,132.75,72.5,-19.893442623,36.4950472097
104,42.5,134,72.5,-19.7704918033,36.4653402936
84.5,42.5,114.5,72.5,-21.6885245902,36.9467610903
72.25,42.5,102.25,72.5,-22.893442623,37.2684538339
121.5,42.5,151.5,72.5,-18.0491803279,36.0664381417
64.75,42.5,94.75,72.5,-23.631147541,37.4725448183
113.5,42.5,143.5,72.5,-18.8360655738,36.2448302294
11.25,42.5,41.25,72.5,-28.893442623,39.0773081446
83.5,42.5,113.5,72.5,-21.7868852459,36.9724724549
129,42.5,159,72.5,-17.3114754098,35.9053520051
67.75,42.5,97.75,72.5,-23.3360655738,37.3902658542
45,42.5,75,72.5,-25.5737704918,38.0351751653
123,42.5,153,72.5,-17.9016393443,36.0337415408
116.5,42.5,146.5,72.5,-18.5409836066,36.1771448606
96.5,42.5,126.5,72.5,-20.5081967213,36.6459707214
57.75,42.5,87.75,72.5,-24.3196721311,37.667825661
28.75,42.5,58.75,72.5,-27.1721311475,38.5245936519
56.75,42.5,86.75,72.5,-24.4180327869,37.696096616
81,42.5,111,72.5,-22.0327868852,37.0371807058
104.5,42.5,134.5,72.5,-19.7213114754,36.4535023546
104.25,42.5,134.25,72.5,-19.7459016393,36.459418119
90.5,42.5,120.5,72.5,-21.0983606557,36.7945697827
7.5,42.5,37.5,72.5,-29.262295082,39.1991038076
19.5,42.5,49.5,72.5,-28.0819672131,38.8134964073
87,42.5,117,72.5,-21.4426229508,36.8829143161
12.75,42.5,42.75,72.5,-28.7459016393,39.0289172626
100,42.5,130,72.5,-20.1639344262,36.5609643171
117.5,42.5,147.5,72.5,-18.4426229508,36.1547927747
105.5,42.5,135.5,72.5,-19.6229508197,36.4299034608
103.5,42.5,133.5,72.5,-19.8196721311,36.4772038608
28.75,42.5,58.75,72.5,-27.1721311475,38.5245936519
116.75,42.5,146.75,72.5,-18.5163934426,36.1715469894
24,42.5,54,72.5,-27.6393442623,38.6720303823
101,42.5,131,72.5,-20.0655737705,36.5369052435
25.25,42.5,55.25,72.5,-27.5163934426,38.6330423233
41.25,42.5,71.25,72.5,-25.9426229508,38.1460333489
34.75,42.5,64.75,72.5,-26.5819672131,38.3411643069
0.75,42.5,30.75,72.5,-29.9262295082,39.421253222
112.75,42.5,142.75,72.5,-18.9098360656,36.2618985838
63.5,42.5,93.5,72.5,-23.7540983607,37.5070789699
125.25,42.5,155.25,72.5,-17.6803278689,35.9851450435
67.5,42.5,97.5,72.5,-23.3606557377,37.3970898244
103.5,42.5,133.5,72.5,-19.8196721311,36.4772038608
26.5,42.5,56.5,72.5,-27.393442623,38.5941889623
68,42.5,98,72.5,-23.3114754098,37.3834478273
95.25,42.5,125.25,72.5,-20.631147541,36.6766304575
68.5,42.5,98.5,72.5,-23.262295082,37.3698296162
21,42.5,51,72.5,-27.9344262295,38.7661488574
50.5,42.5,80.5,72.5,-25.0327868852,37.8748841978
19.5,42.5,49.5,72.5,-28.0819672131,38.8134964073
100.5,42.5,130.5,72.5,-20.1147540984,36.5489220539
103,42.5,133,72.5,-19.868852459,36.4890930312
97.25,42.5,127.25,72.5,-20.4344262295,36.6276506076
85,42.5,115,72.5,-21.6393442623,36.9339423542
6.25,42.5,36.25,72.5,-29.3852459016,39.2399607923
19.75,42.5,49.75,72.5,-28.0573770492,38.8055918472
79.75,42.5,109.75,72.5,-22.1557377049,37.0697643385
130,42.5,160,72.5,-17.2131147541,35.8843284862
55,42.5,85,72.5,-24.5901639344,37.7457939515
100,42.5,130,72.5,-20.1639344262,36.5609643171
103,42.5,133,72.5,-19.868852459,36.4890930312
79.75,42.5,109.75,72.5,-22.1557377049,37.0697643385
36.75,42.5,66.75,72.5,-26.3852459016,38.2807244869
107.75,42.5,137.75,72.5,-19.4016393443,36.3771821598
89.25,42.5,119.25,72.5,-21.2213114754,36.8259815332
124.75,42.5,154.75,72.5,-17.7295081967,35.995897673
28.25,42.5,58.25,72.5,-27.2213114754,38.5400213253
101,42.5,131,72.5,-20.0655737705,36.5369052435
44.75,42.5,74.75,72.5,-25.5983606557,38.0425263109
56.5,42.5,86.5,72.5,-24.4426229508,37.7031788622
80,42.5,110,72.5,-22.131147541,37.0632354016
95.25,42.5,125.25,72.5,-20.631147541,36.6766304575
58.25,42.5,88.25,72.5,-24.2704918033,37.6537250474
65,42.5,95,72.5,-23.606557377,37.4656556874
61.5,42.5,91.5,72.5,-23.9508196721,37.5626396124
120.25,42.5,150.25,72.5,-18.1721311475,36.0938674412
124,42.5,154,72.5,-17.8032786885,36.0120765674
67.5,42.5,97.5,72.5,-23.3606557377,37.3970898244
97.75,42.5,127.75,72.5,-20.3852459016,36.6154688044
39.75,42.5,69.75,72.5,-26.0901639344,38.1907298474
109.5,42.5,139.5,72.5,-19.2295081967,36.3365379962
43.5,42.5,73.5,72.5,-25.7213114754,38.0793666148
69,42.5,99,72.5,-23.2131147541,37.3562352171
104.25,42.5,134.25,72.5,-19.7459016393,36.459418119
86.75,42.5,116.75,72.5,-21.4672131148,36.8892711829
16.25,42.5,46.25,72.5,-28.4016393443,38.916738001
70.5,42.5,100.5,72.5,-23.0655737705,37.3155951513
4.25,42.5,34.25,72.5,-29.5819672131,39.3055991725
20,42.5,50,72.5,-28.0327868852,38.7976926035
72.5,42.5,102.5,72.5,-22.868852459,37.2617433408
32.5,42.5,62.5,72.5,-26.8032786885,38.4095806825
104,42.5,134,72.5,-19.7704918033,36.4653402936
81.75,42.5,111.75,72.5,-21.9590163934,37.0177038784
6.5,42.5,36.5,72.5,-29.3606557377,39.2317790989
32.25,42.5,62.25,72.5,-26.8278688525,38.4172099581
11.75,42.5,41.75,72.5,-28.8442622951,39.0611569912
12,42.5,42,72.5,-28.8196721311,39.0530892319
38.25,42.5,68.25,72.5,-26.237704918,38.2356271289
16,42.5,46,72.5,-28.4262295082,38.9247166495
98.75,42.5,128.75,72.5,-20.2868852459,36.5911811657
69.75,42.5,99.75,72.5,-23.1393442623,37.3358883226
115.25,42.5,145.25,72.5,-18.6639344262,36.2052325762
37.5,42.5,67.5,72.5,-26.3114754098,38.2581508425
86.5,42.5,116.5,72.5,-21.4918032787,36.8956342384
47.75,42.5,77.75,72.5,-25.3032786885,37.95468592
42.75,42.5,72.75,72.5,-25.7950819672,38.1015383399
16,42.5,46,72.5,-28.4262295082,38.9247166495
103.25,42.5,133.25,72.5,-19.8442622951,36.4831452472
35.75,42.5,65.75,72.5,-26.4836065574,38.310900197
86.5,42.5,116.5,72.5,-21.4918032787,36.8956342384
63.25,42.5,93.25,72.5,-23.7786885246,37.5140034769
77,42.5,107,72.5,-22.4262295082,37.1419844498
116.75,42.5,146.75,72.5,-18.5163934426,36.1715469894
88.25,42.5,118.25,72.5,-21.3196721311,36.8512229243
17.25,42.5,47.25,72.5,-28.3032786885,38.884876149
76.25,42.5,106.25,72.5,-22.5,37.1618083521
40.5,42.5,70.5,72.5,-26.0163934426,38.1683564561
55.25,42.5,85.25,72.5,-24.5655737705,37.7386769754
62.75,42.5,92.75,72.5,-23.8278688525,37.5278701415
47.75,42.5,77.75,72.5,-25.3032786885,37.95468592
31.75,42.5,61.75,72.5,-26.8770491803,38.4324849438
69.25,42.5,99.25,72.5,-23.1885245902,37.3494469551
78.25,42.5,108.25,72.5,-22.3032786885,37.1090659199
69.5,42.5,99.5,72.5,-23.1639344262,37.3426646559
23.25,42.5,53.25,72.5,-27.7131147541,38.6954877035
119,42.5,149,72.5,-18.2950819672,36.1214619132
46.75,42.5,76.75,72.5,-25.4016393443,37.9838754174
88.5,42.5,118.5,72.5,-21.2950819672,36.8449032567
56,42.5,86,72.5,-24.4918032787,37.717360741
75,42.5,105,72.5,-22.6229508197,37.1949692165
10.5,42.5,40.5,72.5,-28.9672131148,39.1015739134
114,42.5,144,72.5,-18.7868852459,36.2334839448
49.5,42.5,79.5,72.5,-25.131147541,37.9038231829
37,42.5,67,72.5,-26.3606557377,38.2731943963
115.5,42.5,145.5,72.5,-18.6393442623,36.1996019286
118.75,42.5,148.75,72.5,-18.3196721311,36.1270005951
34.25,42.5,64.25,72.5,-26.631147541,38.3563294464
102.25,42.5,132.25,72.5,-19.9426229508,36.5069747379
64,42.5,94,72.5,-23.7049180328,37.4932476228
65.75,42.5,95.75,72.5,-23.5327868852,37.4450237524
80,42.5,110,72.5,-22.131147541,37.0632354016
73,42.5,103,72.5,-22.8196721311,37.2483403727
38.25,42.5,68.25,72.5,-26.237704918,38.2356271289
44,42.5,74,72.5,-25.6721311475,38.0646135912
91,42.5,121,72.5,-21.0491803279,36.7820487163
13.75,42.5,43.75,72.5,-28.6475409836,38.9967611442
109.25,42.5,139.25,72.5,-19.2540983607,36.3423249038
91.25,42.5,121.25,72.5,-21.0245901639,36.7757975459
83.75,42.5,113.75,72.5,-21.762295082,36.9660353853
29.25,42.5,59.25,72.5,-27.1229508197,38.5091877128
76,42.5,106,72.5,-22.5245901639,37.1684284309
12.5,42.5,42.5,72.5,-28.7704918033,39.0369693644
0.25,42.5,30.25,72.5,-29.9754098361,39.4378565726
20.5,42.5,50.5,72.5,-27.9836065574,38.7819100782
108.25,42.5,138.25,72.5,-19.3524590164,36.3655372265
67.5,42.5,97.5,72.5,-23.3606557377,37.3970898244
53,42.5,83,72.5,-24.7868852459,37.8029374531
35.25,42.5,65.25,72.5,-26.5327868852,38.3260212151
67.75,42.5,97.75,72.5,-23.3360655738,37.3902658542
97.25,42.5,127.25,72.5,-20.4344262295,36.6276506076
30.75,42.5,60.75,72.5,-26.9754098361,38.4631005616
10.75,42.5,40.75,72.5,-28.9426229508,39.0934801229
26.25,42.5,56.25,72.5,-27.4180327869,38.6019488391
60.5,42.5,90.5,72.5,-24.0491803279,37.5905607208
4.25,42.5,34.25,72.5,-29.5819672131,39.3055991725
68,42.5,98,72.5,-23.3114754098,37.3834478273
124.75,42.5,154.75,72.5,-17.7295081967,35.995897673
59.5,42.5,89.5,72.5,-24.1475409836,37.618575409
53.5,42.5,83.5,72.5,-24.737704918,37.7886170081
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
38.75,42.5,68.75,72.5,-26.1885245902,38.2206391028
27.25,42.5,57.25,72.5,-27.3196721311,38.5709417703
69.5,42.5,99.5,72.5,-23.1639344262,37.3426646559
52,42.5,82,72.5,-24.8852459016,37.8316473256
115.5,42.5,145.5,72.5,-18.6393442623,36.1996019286
62.5,42.5,92.5,72.5,-23.8524590164,37.5348122925
97.75,42.5,127.75,72.5,-20.3852459016,36.6154688044
25.75,42.5,55.75,72.5,-27.4672131148,38.6174847923
125.75,42.5,155.75,72.5,-17.631147541,35.9744190818
98.25,42.5,128.25,72.5,-20.3360655738,36.6033123153
123,42.5,153,72.5,-17.9016393443,36.0337415408
116,42.5,146,72.5,-18.5901639344,36.1883602841
61,42.5,91,72.5,-24,37.5765884561
67.25,42.5,97.25,72.5,-23.3852459016,37.4039197345
58.5,42.5,88.5,72.5,-24.2459016393,37.6466834679
60.25,42.5,90.25,72.5,-24.0737704918,37.5975556279
14.25,42.5,44.25,72.5,-28.5983606557,38.9807145034
130,42.5,160,72.5,-17.2131147541,35.8843284862
35.75,42.5,65.75,72.5,-26.4836065574,38.310900197
13,42.5,43,72.5,-28.7213114754,39.0208703865
120.25,42.5,150.25,72.5,-18.1721311475,36.0938674412
38.5,42.5,68.5,72.5,-26.2131147541,38.2281303354
13.25,42.5,43.25,72.5,-28.6967213115,39.0128287392
121.25,42.5,151.25,72.5,-18.0737704918,36.0719107696
14.75,42.5,44.75,72.5,-28.5491803279,38.9646888428
6,42.5,36,72.5,-29.4098360656,39.2481476274
105.25,42.5,135.25,72.5,-19.6475409836,36.4357935534
19.25,42.5,49.25,72.5,-28.106557377,38.8214062805
91,42.5,121,72.5,-21.0491803279,36.7820487163
12.5,42.5,42.5,72.5,-28.7704918033,39.0369693644
1.75,42.5,31.75,72.5,-29.8278688525,39.3881074002
21.5,42.5,51.5,72.5,-27.8852459016,38.750408967
78.75,42.5,108.75,72.5,-22.2540983607,37.0959410409
97,42.5,127,72.5,-20.4590163934,36.6337509942
12.75,42.5,42.75,72.5,-28.7459016393,39.0289172626
57.5,42.5,87.5,72.5,-24.3442622951,37.6748846887
125,42.5,155,72.5,-17.7049180328,35.9905180263
122.75,42.5,152.75,72.5,-17.9262295082,36.0391743917
113,42.5,143,72.5,-18.8852459016,36.2562026127
99.5,42.5,129.5,72.5,-20.2131147541,36.5730320079
123.5,42.5,153.5,72.5,-17.8524590164,36.022895762
8.5,42.5,38.5,72.5,-29.1639344262,39.1665110421
108.25,42.5,138.25,72.5,-19.3524590164,36.3655372265
0,42.5,30,72.5,-30,39.4461658466
90.25,42.5,120.25,72.5,-21.1229508197,36.8008396724
61.75,42.5,91.75,72.5,-23.9262295082,37.5556739816
28.25,42.5,58.25,72.5,-27.2213114754,38.5400213253
75.5,42.5,105.5,72.5,-22.5737704918,37.1816867361
12.5,42.5,42.5,72.5,-28.7704918033,39.0369693644
92.75,42.5,122.75,72.5,-20.8770491803,36.7384218041
26.5,42.5,56.5,72.5,-27.393442623,38.5941889623
60.25,42.5,90.25,72.5,-24.0737704918,37.5975556279
62,42.5,92,72.5,-23.9016393443,37.5487142159
60,42.5,90,72.5,-24.0983606557,37.6045563805
36.75,42.5,66.75,72.5,-26.3852459016,38.2807244869
71.5,42.5,101.5,72.5,-22.9672131148,37.2886213103
88.25,42.5,118.25,72.5,-21.3196721311,36.8512229243
67.5,42.5,97.5,72.5,-23.3606557377,37.3970898244
88.25,42.5,118.25,72.5,-21.3196721311,36.8512229243
108.5,42.5,138.5,72.5,-19.3278688525,36.3597244482
79.75,42.5,109.75,72.5,-22.1557377049,37.0697643385
73,42.5,103,72.5,-22.8196721311,37.2483403727
48.25,42.5,78.25,72.5,-25.2540983607,37.9401252502
117,42.5,147,72.5,-18.4918032787,36.1659556827
